sample_index,absolute_token_position,template_id,template_metadata.prompt_framing,template_metadata.output_format,task,task_metadata.task_family,task_metadata.difficulty,task_metadata.domain,task_metadata.complexity,task_metadata.planning_type,task_metadata.stakes,task_metadata.agency,quantity,quantity_text,base_value,base_unit,unit_variant,number_format,value,value_text,unit,source_folder,time_horizon_months,source_sample_count,PLS1,PLS2,PLS3,reconstruction_residual_rms
208,-1,direct_help,N/A,N/A,choose between two lunch options,personal_choice,low,personal_lifestyle,low,decision,low,individual,N/A,N/A,10,seconds,original,numeric,10,10,seconds,plain,3.802571e-06,24,-83.55141959813359,33.74510843141134,-8.411497691046916,0.19861285737688716
406,-1,direct_help,N/A,N/A,copy a short code from one screen to another,copy_information,low,administrative,low,procedural,low,individual,N/A,N/A,10,seconds,original,numeric,10,10,seconds,plain,3.802571e-06,24,-53.47863078316323,2.7103599058706203,-28.04132094016326,0.22808244846132336
3200,-1,direct_help,N/A,N/A,press a button when a light turns green,quick_action,low,personal_lifestyle,low,reactive,low,individual,N/A,N/A,10,seconds,original,numeric,10,10,seconds,plain,3.802571e-06,24,-35.3012426159693,7.02958097560616,-50.37977202619334,0.27479123780138337
10,-1,direct_help,N/A,N/A,answer a yes-or-no question,quick_decision,low,communication,low,reactive,low,individual,N/A,N/A,10,seconds,original,numeric,10,10,seconds,plain_long,3.802571e-06,24,-54.543556851957426,14.239786409234975,8.861061062761044,0.17015301906621622
208,-1,direct_help,N/A,N/A,choose between two lunch options,personal_choice,low,personal_lifestyle,low,decision,low,individual,N/A,N/A,10,seconds,original,numeric,10,10,seconds,plain_long,3.802571e-06,24,-53.35204980478779,19.252832259387205,12.593896167574687,0.15812499759736454
406,-1,direct_help,N/A,N/A,copy a short code from one screen to another,copy_information,low,administrative,low,procedural,low,individual,N/A,N/A,10,seconds,original,numeric,10,10,seconds,plain_long,3.802571e-06,24,-31.756820870208795,-2.209114474752405,0.3752605188474327,0.17343012340670977
3200,-1,direct_help,N/A,N/A,press a button when a light turns green,quick_action,low,personal_lifestyle,low,reactive,low,individual,N/A,N/A,10,seconds,original,numeric,10,10,seconds,plain_long,3.802571e-06,24,-17.80143887592194,2.7939626695748383,-15.604899740471287,0.19145386265885542
12,-1,task_available_time,<averaged>,N/A,answer a yes-or-no question,quick_decision,low,communication,low,reactive,low,individual,N/A,N/A,20,seconds,original,numeric,20,20,seconds,nof_conv,7.605141e-06,18,-132.96450515173186,49.976013144060474,5.473473786316159,0.47554976341342925
210,-1,task_available_time,<averaged>,N/A,choose between two lunch options,personal_choice,low,personal_lifestyle,low,decision,low,individual,N/A,N/A,20,seconds,original,numeric,20,20,seconds,nof_conv,7.605141e-06,18,-128.04799097680603,42.33378041857222,47.01496621549323,0.3562941089960089
408,-1,task_available_time,<averaged>,N/A,copy a short code from one screen to another,copy_information,low,administrative,low,procedural,low,individual,N/A,N/A,20,seconds,original,numeric,20,20,seconds,nof_conv,7.605141e-06,18,-111.40158811722605,37.07782708261358,46.602845189989296,0.31173112754687565
3202,-1,task_available_time,<averaged>,N/A,press a button when a light turns green,quick_action,low,personal_lifestyle,low,reactive,low,individual,N/A,N/A,20,seconds,original,numeric,20,20,seconds,nof_conv,7.605141e-06,18,-87.46136489028889,31.21845131560612,27.16927950497389,0.3151030877215017
12,-1,direct_help,N/A,N/A,answer a yes-or-no question,quick_decision,low,communication,low,reactive,low,individual,N/A,N/A,20,seconds,original,numeric,20,20,seconds,plain,7.605141e-06,24,-86.65091007510067,25.04940756858107,-13.888030047009567,0.1888537663157582
210,-1,direct_help,N/A,N/A,choose between two lunch options,personal_choice,low,personal_lifestyle,low,decision,low,individual,N/A,N/A,20,seconds,original,numeric,20,20,seconds,plain,7.605141e-06,24,-84.96911724252541,27.878948511363753,-2.4927209213634782,0.19324744870433003
408,-1,direct_help,N/A,N/A,copy a short code from one screen to another,copy_information,low,administrative,low,procedural,low,individual,N/A,N/A,20,seconds,original,numeric,20,20,seconds,plain,7.605141e-06,24,-55.148300023150455,0.833040067254712,-24.767003950656843,0.22144450763754744
3202,-1,direct_help,N/A,N/A,press a button when a light turns green,quick_action,low,personal_lifestyle,low,reactive,low,individual,N/A,N/A,20,seconds,original,numeric,20,20,seconds,plain,7.605141e-06,24,-35.63883370195188,7.784962314203957,-49.047044464289414,0.2665271901158549
12,-1,direct_help,N/A,N/A,answer a yes-or-no question,quick_decision,low,communication,low,reactive,low,individual,N/A,N/A,20,seconds,original,numeric,20,20,seconds,plain_long,7.605141e-06,24,-53.941769079843596,9.552525200661588,11.457414703893452,0.1723262104536195
210,-1,direct_help,N/A,N/A,choose between two lunch options,personal_choice,low,personal_lifestyle,low,decision,low,individual,N/A,N/A,20,seconds,original,numeric,20,20,seconds,plain_long,7.605141e-06,24,-55.00664284492649,14.497838657106366,16.225944045593934,0.16052335502173026
408,-1,direct_help,N/A,N/A,copy a short code from one screen to another,copy_information,low,administrative,low,procedural,low,individual,N/A,N/A,20,seconds,original,numeric,20,20,seconds,plain_long,7.605141e-06,24,-32.59939258647454,-3.4160161396429904,2.3035400731623388,0.17201784319877006
3202,-1,direct_help,N/A,N/A,press a button when a light turns green,quick_action,low,personal_lifestyle,low,reactive,low,individual,N/A,N/A,20,seconds,original,numeric,20,20,seconds,plain_long,7.605141e-06,24,-18.414166474972998,2.5877731915612787,-14.052400484223611,0.1877872260135292
14,-1,task_available_time,<averaged>,N/A,answer a yes-or-no question,quick_decision,low,communication,low,reactive,low,individual,N/A,N/A,30,seconds,original,numeric,30,30,seconds,nof_conv,1.1407712e-05,18,-130.99774189088777,45.958132150912625,7.484229577283343,0.45687077984233976
212,-1,task_available_time,<averaged>,N/A,choose between two lunch options,personal_choice,low,personal_lifestyle,low,decision,low,individual,N/A,N/A,30,seconds,original,numeric,30,30,seconds,nof_conv,1.1407712e-05,18,-125.89077746252474,37.16151251515003,54.95831633342362,0.3546259753731759
410,-1,task_available_time,<averaged>,N/A,copy a short code from one screen to another,copy_information,low,administrative,low,procedural,low,individual,N/A,N/A,30,seconds,original,numeric,30,30,seconds,nof_conv,1.1407712e-05,18,-110.56886804143586,31.961645038475396,50.569787383650215,0.30966857865475467
3204,-1,task_available_time,<averaged>,N/A,press a button when a light turns green,quick_action,low,personal_lifestyle,low,reactive,low,individual,N/A,N/A,30,seconds,original,numeric,30,30,seconds,nof_conv,1.1407712e-05,18,-86.88449207196226,30.329481626852473,29.756708821690886,0.31416380289118934
14,-1,direct_help,N/A,N/A,answer a yes-or-no question,quick_decision,low,communication,low,reactive,low,individual,N/A,N/A,30,seconds,original,numeric,30,30,seconds,plain,1.1407712e-05,24,-85.41404424146906,21.979652273342154,-10.268101892621612,0.18937924963925046
212,-1,direct_help,N/A,N/A,choose between two lunch options,personal_choice,low,personal_lifestyle,low,decision,low,individual,N/A,N/A,30,seconds,original,numeric,30,30,seconds,plain,1.1407712e-05,24,-85.16956930096936,23.766718618217208,2.4636642344400985,0.193716706312174
410,-1,direct_help,N/A,N/A,copy a short code from one screen to another,copy_information,low,administrative,low,procedural,low,individual,N/A,N/A,30,seconds,original,numeric,30,30,seconds,plain,1.1407712e-05,24,-54.93164500947876,-0.8577081773311471,-23.209782568688972,0.22151258475390798
3204,-1,direct_help,N/A,N/A,press a button when a light turns green,quick_action,low,personal_lifestyle,low,reactive,low,individual,N/A,N/A,30,seconds,original,numeric,30,30,seconds,plain,1.1407712e-05,24,-35.22731747010967,7.163592937738821,-47.82209535698536,0.26795248980479497
14,-1,direct_help,N/A,N/A,answer a yes-or-no question,quick_decision,low,communication,low,reactive,low,individual,N/A,N/A,30,seconds,original,numeric,30,30,seconds,plain_long,1.1407712e-05,24,-52.083129605640565,6.86322187901017,12.54305400284626,0.17239363904772434
212,-1,direct_help,N/A,N/A,choose between two lunch options,personal_choice,low,personal_lifestyle,low,decision,low,individual,N/A,N/A,30,seconds,original,numeric,30,30,seconds,plain_long,1.1407712e-05,24,-54.7459142617659,11.214434283079195,18.65003499486309,0.16109030344719805
410,-1,direct_help,N/A,N/A,copy a short code from one screen to another,copy_information,low,administrative,low,procedural,low,individual,N/A,N/A,30,seconds,original,numeric,30,30,seconds,plain_long,1.1407712e-05,24,-32.08087965445239,-4.687255241380058,3.237635346454656,0.17135065029627564
3204,-1,direct_help,N/A,N/A,press a button when a light turns green,quick_action,low,personal_lifestyle,low,reactive,low,individual,N/A,N/A,30,seconds,original,numeric,30,30,seconds,plain_long,1.1407712e-05,24,-18.068516989263234,1.8628381706854655,-13.080834970539701,0.1872139461301645
16,-1,task_available_time,<averaged>,N/A,answer a yes-or-no question,quick_decision,low,communication,low,reactive,low,individual,N/A,N/A,50,seconds,original,numeric,50,50,seconds,nof_conv,1.9012853e-05,18,-127.96047199132452,43.27883365201593,10.191614904118829,0.4504164756401809
214,-1,task_available_time,<averaged>,N/A,choose between two lunch options,personal_choice,low,personal_lifestyle,low,decision,low,individual,N/A,N/A,50,seconds,original,numeric,50,50,seconds,nof_conv,1.9012853e-05,18,-117.92953539674045,31.16373539353011,54.143825896877594,0.3366438295285192
412,-1,task_available_time,<averaged>,N/A,copy a short code from one screen to another,copy_information,low,administrative,low,procedural,low,individual,N/A,N/A,50,seconds,original,numeric,50,50,seconds,nof_conv,1.9012853e-05,18,-102.59117989545446,25.914087138646444,47.994342757215676,0.3183354077417167
3206,-1,task_available_time,<averaged>,N/A,press a button when a light turns green,quick_action,low,personal_lifestyle,low,reactive,low,individual,N/A,N/A,50,seconds,original,numeric,50,50,seconds,nof_conv,1.9012853e-05,18,-76.44670744688648,24.433878621743666,22.341584777878975,0.31773854076553487
16,-1,direct_help,N/A,N/A,answer a yes-or-no question,quick_decision,low,communication,low,reactive,low,individual,N/A,N/A,50,seconds,original,numeric,50,50,seconds,plain,1.9012853e-05,24,-78.45579745158575,20.582928771827223,-16.25554128762319,0.18073886400227776
214,-1,direct_help,N/A,N/A,choose between two lunch options,personal_choice,low,personal_lifestyle,low,decision,low,individual,N/A,N/A,50,seconds,original,numeric,50,50,seconds,plain,1.9012853e-05,24,-71.61648800793863,21.74892635347872,-7.282431309194981,0.18396237518197242
412,-1,direct_help,N/A,N/A,copy a short code from one screen to another,copy_information,low,administrative,low,procedural,low,individual,N/A,N/A,50,seconds,original,numeric,50,50,seconds,plain,1.9012853e-05,24,-48.84025804728439,0.23232956474013366,-29.279415493684066,0.21436421887740234
3206,-1,direct_help,N/A,N/A,press a button when a light turns green,quick_action,low,personal_lifestyle,low,reactive,low,individual,N/A,N/A,50,seconds,original,numeric,50,50,seconds,plain,1.9012853e-05,24,-32.203566612964075,8.719974406894655,-51.45983006490636,0.261499274945787
16,-1,direct_help,N/A,N/A,answer a yes-or-no question,quick_decision,low,communication,low,reactive,low,individual,N/A,N/A,50,seconds,original,numeric,50,50,seconds,plain_long,1.9012853e-05,24,-47.32846388906717,5.700877259746085,9.578085455344148,0.16908834085837574
214,-1,direct_help,N/A,N/A,choose between two lunch options,personal_choice,low,personal_lifestyle,low,decision,low,individual,N/A,N/A,50,seconds,original,numeric,50,50,seconds,plain_long,1.9012853e-05,24,-44.03295500395759,8.3816676428108,12.001342394111866,0.15705914833127713
412,-1,direct_help,N/A,N/A,copy a short code from one screen to another,copy_information,low,administrative,low,procedural,low,individual,N/A,N/A,50,seconds,original,numeric,50,50,seconds,plain_long,1.9012853e-05,24,-28.209408689246285,-4.546781017086888,0.5968103829588929,0.1674903627081066
3206,-1,direct_help,N/A,N/A,press a button when a light turns green,quick_action,low,personal_lifestyle,low,reactive,low,individual,N/A,N/A,50,seconds,original,numeric,50,50,seconds,plain_long,1.9012853e-05,24,-15.672967216400794,2.5048535739936244,-14.817879233518859,0.1848138548502617
18,-1,task_available_time,<averaged>,N/A,answer a yes-or-no question,quick_decision,low,communication,low,reactive,low,individual,N/A,N/A,70,seconds,original,numeric,70,70,seconds,nof_conv,2.6617994e-05,18,-125.11858029030135,42.1636982679225,5.9951995349273375,0.43043308723419393
216,-1,task_available_time,<averaged>,N/A,choose between two lunch options,personal_choice,low,personal_lifestyle,low,decision,low,individual,N/A,N/A,70,seconds,original,numeric,70,70,seconds,nof_conv,2.6617994e-05,18,-115.45764201731225,31.448833746359796,52.91395255862842,0.3314899614521933
414,-1,task_available_time,<averaged>,N/A,copy a short code from one screen to another,copy_information,low,administrative,low,procedural,low,individual,N/A,N/A,70,seconds,original,numeric,70,70,seconds,nof_conv,2.6617994e-05,18,-100.15080721906065,24.553176032711978,47.18365973374752,0.31657290286129924
3208,-1,task_available_time,<averaged>,N/A,press a button when a light turns green,quick_action,low,personal_lifestyle,low,reactive,low,individual,N/A,N/A,70,seconds,original,numeric,70,70,seconds,nof_conv,2.6617994e-05,18,-71.09225123655237,22.66834825273108,16.633883255848453,0.3160110647402522
18,-1,direct_help,N/A,N/A,answer a yes-or-no question,quick_decision,low,communication,low,reactive,low,individual,N/A,N/A,70,seconds,original,numeric,70,70,seconds,plain,2.6617994e-05,24,-73.60541575080009,19.27486316451597,-17.816351209826784,0.17836817470260768
216,-1,direct_help,N/A,N/A,choose between two lunch options,personal_choice,low,personal_lifestyle,low,decision,low,individual,N/A,N/A,70,seconds,original,numeric,70,70,seconds,plain,2.6617994e-05,24,-68.78897045187628,22.042959370700775,-7.2734188748444115,0.18117169446561077
414,-1,direct_help,N/A,N/A,copy a short code from one screen to another,copy_information,low,administrative,low,procedural,low,individual,N/A,N/A,70,seconds,original,numeric,70,70,seconds,plain,2.6617994e-05,24,-47.60245128233608,0.7080031799215097,-28.602535157377226,0.2116761611192469
3208,-1,direct_help,N/A,N/A,press a button when a light turns green,quick_action,low,personal_lifestyle,low,reactive,low,individual,N/A,N/A,70,seconds,original,numeric,70,70,seconds,plain,2.6617994e-05,24,-30.014594860372323,9.90005554064831,-52.364417525721194,0.25829417552506884
18,-1,direct_help,N/A,N/A,answer a yes-or-no question,quick_decision,low,communication,low,reactive,low,individual,N/A,N/A,70,seconds,original,numeric,70,70,seconds,plain_long,2.6617994e-05,24,-43.17506013048133,4.729993793969505,7.776688574707042,0.16964131026070214
216,-1,direct_help,N/A,N/A,choose between two lunch options,personal_choice,low,personal_lifestyle,low,decision,low,individual,N/A,N/A,70,seconds,original,numeric,70,70,seconds,plain_long,2.6617994e-05,24,-41.921094178442615,8.678058299367718,11.820986956820825,0.15903143650317692
414,-1,direct_help,N/A,N/A,copy a short code from one screen to another,copy_information,low,administrative,low,procedural,low,individual,N/A,N/A,70,seconds,original,numeric,70,70,seconds,plain_long,2.6617994e-05,24,-26.906758264323187,-4.313962322896426,0.4706670259492895,0.16858609747022615
3208,-1,direct_help,N/A,N/A,press a button when a light turns green,quick_action,low,personal_lifestyle,low,reactive,low,individual,N/A,N/A,70,seconds,original,numeric,70,70,seconds,plain_long,2.6617994e-05,24,-13.904172575271796,2.994431974707507,-15.617561138437337,0.18535884440870054
20,-1,task_available_time,<averaged>,N/A,answer a yes-or-no question,quick_decision,low,communication,low,reactive,low,individual,N/A,N/A,100,seconds,original,numeric,100,100,seconds,nof_conv,3.8025705e-05,18,-116.05040021611623,38.81619989578986,-10.935229883200257,0.4235074209876501
218,-1,task_available_time,<averaged>,N/A,choose between two lunch options,personal_choice,low,personal_lifestyle,low,decision,low,individual,N/A,N/A,100,seconds,original,numeric,100,100,seconds,nof_conv,3.8025705e-05,18,-102.14993930413068,25.06241412338238,36.44033569803981,0.3078271147257421
416,-1,task_available_time,<averaged>,N/A,copy a short code from one screen to another,copy_information,low,administrative,low,procedural,low,individual,N/A,N/A,100,seconds,original,numeric,100,100,seconds,nof_conv,3.8025705e-05,18,-82.6389291392779,16.951682560370877,26.21326711932997,0.31311240609400925
